"Sottogruppo","Variabile","Gruppo_var","N_validi","N_mancanti","Media","DS","Min","Q1","Mediana","Q3","Max","IQR","Asimmetria","Curtosi"
"totale","prior_ric_cause","prior_ric",471,6,7.38,2.264,0,6,8,9,10,3,-0.956,0.835
"totale","prior_ric_diagnosi","prior_ric",469,8,7.9,1.982,0,7,8,10,10,3,-1.158,2.064
"totale","prior_ric_prevenzione","prior_ric",470,7,8.6,1.944,0,8,9,10,10,2,-2.089,5.494
"totale","prior_ric_psicosoc","prior_ric",474,3,8.975,1.61,0,8,10,10,10,2,-2.711,10.246
"totale","prior_ric_farmaci","prior_ric",470,7,7.06,2.302,0,6,7,8,10,2,-0.878,0.822
"totale","prior_ric_prognosi","prior_ric",467,10,7.724,1.907,0,7,8,9,10,2,-1.006,1.808
"totale","prior_ric_accesso","prior_ric",473,4,9.252,1.501,0,9,10,10,10,1,-3.325,14.386
"totale","prior_ric_relazioni","prior_ric",471,6,8.811,1.585,0,8,9,10,10,2,-2.016,6.124
"totale","prior_ric_indipendenza","prior_ric",470,7,8.681,1.689,0,8,9,10,10,2,-1.801,4.614
"totale","prior_aut_sal_ment","prior_aut",101,376,9.03,1.791,0,9,10,10,10,1,-2.74,8.947
"totale","prior_aut_comunicaz","prior_aut",100,377,7.61,2.287,0,6,8,10,10,4,-1.093,1.071
"totale","prior_aut_sociale","prior_aut",100,377,8.543,1.751,2,7.575,9,10,10,2.425,-1.396,1.715
"totale","prior_aut_ansia","prior_aut",100,377,8.54,1.708,1,7.75,9,10,10,2.25,-1.401,2.674
"totale","prior_aut_formaz","prior_aut",100,377,8.9,1.554,1,8,10,10,10,2,-1.993,5.682
"totale","prior_aut_famiglia","prior_aut",100,377,8.68,1.456,5,7,9,10,10,3,-0.656,-0.812
"totale","prior_aut_diagnosi","prior_aut",100,377,8.73,1.632,3,8,9,10,10,2,-1.395,1.455
"totale","prior_aut_lavoro","prior_aut",101,376,8.782,1.792,2,8,10,10,10,2,-1.681,2.375
"totale","prior_aut_sensorialita","prior_aut",99,378,8.667,1.761,2,8,9,10,10,2,-1.546,2.383
"totale","prior_aut_servizi","prior_aut",100,377,9.1,1.259,4,8,10,10,10,2,-1.501,2.22
"totale","prior_salute_mentale","prior_salute",472,5,8.718,1.867,0,8,10,10,10,2,-1.988,4.769
"totale","prior_salute_igiene","prior_salute",463,14,5.855,3.09,0,5,6,8,10,3,-0.476,-0.746
"totale","prior_salute_dentale","prior_salute",463,14,6.579,2.746,0,5,7,9,10,4,-0.708,-0.167
"totale","prior_salute_sessuale","prior_salute",466,11,7.045,2.506,0,6,8,9,10,3,-1.015,0.813
"totale","prior_salute_sonno","prior_salute",464,13,7.312,2.524,0,6,8,9,10,3,-1.021,0.553
"totale","prior_salute_nutrizione","prior_salute",467,10,7.899,2.216,0,7,8,10,10,3,-1.383,2.023
"totale","prior_salute_oncologia","prior_salute",462,15,7.255,2.66,0,5,8,10,10,5,-0.916,0.204
"totale","prior_salute_dolore","prior_salute",462,15,6.649,2.768,0,5,7,9,10,4,-0.724,-0.226
"totale","prior_salute_gastro","prior_salute",466,11,6.906,2.571,0,5,7,9,10,4,-0.817,0.241
"totale","prior_salute_autoimmune","prior_salute",462,15,6.515,2.896,0,5,7,9,10,4,-0.697,-0.349
"totale","prior_salute_dermato","prior_salute",462,15,6.504,2.61,0,5,7,8,10,3,-0.633,-0.209
"totale","prior_salute_endo","prior_salute",462,15,6.649,2.802,0,5,7,9,10,4,-0.735,-0.216
"totale","prior_salute_mobilita","prior_salute",465,12,7.686,2.201,0,7,8,10,10,3,-1.094,1.105
"totale","prior_salute_neuro","prior_salute",460,17,6.365,2.97,0,5,7,9,10,4,-0.616,-0.524
"totale","prior_salute_respir","prior_salute",460,17,5.741,3.064,0,4,6,8,10,4,-0.412,-0.88
"totale","prior_salute_cardio","prior_salute",461,16,6.013,2.947,0,5,6,8,10,3,-0.503,-0.648
"totale","prior_salute_emato","prior_salute",457,20,5.497,3.042,0,4,5,8,10,4,-0.337,-0.849
"totale","prior_salute_vista_udito","prior_salute",461,16,6.92,2.505,0,5,7,9,10,4,-0.888,0.535
"totale","prior_salute_urinari","prior_salute",458,19,5.546,2.918,0,4,5,8,10,4,-0.369,-0.716
"totale","prior_salute_infettive","prior_salute",455,22,5.949,3.068,0,5,6,8,10,3,-0.498,-0.746
"totale","prior_salute_invec","prior_salute",462,15,6.374,2.867,0,5,7,9,10,4,-0.652,-0.402
"totale","prior_salute_urgenza","prior_salute",466,11,7.925,2.427,0,7,9,10,10,3,-1.315,1.352
"totale","prior_salute_fisio","prior_salute",461,16,7.039,2.552,0,5,7,9,10,4,-0.907,0.462
"aut","prior_ric_cause","prior_ric",101,0,6.545,2.827,0,5,7,9,10,4,-0.534,-0.569
"aut","prior_ric_diagnosi","prior_ric",101,0,8.673,1.844,1,8,9,10,10,2,-1.8,3.603
"aut","prior_ric_prevenzione","prior_ric",100,1,8.32,2.365,0,8,9,10,10,2,-1.882,3.344
"aut","prior_ric_psicosoc","prior_ric",101,0,9.04,1.542,0,8,10,10,10,2,-2.91,12.141
"aut","prior_ric_farmaci","prior_ric",100,1,7.03,2.536,0,6,7,9,10,3,-1.049,0.981
"aut","prior_ric_prognosi","prior_ric",99,2,7.586,1.917,1,7,7,9,10,2,-0.857,1.327
"aut","prior_ric_accesso","prior_ric",101,0,9.376,1.103,5,9,10,10,10,1,-1.997,3.465
"aut","prior_ric_relazioni","prior_ric",101,0,8.802,1.783,0,8,10,10,10,2,-2.23,6.46
"aut","prior_ric_indipendenza","prior_ric",101,0,9.188,1.447,3,9,10,10,10,1,-2.341,5.768
"aut","prior_aut_sal_ment","prior_aut",101,0,9.03,1.791,0,9,10,10,10,1,-2.74,8.947
"aut","prior_aut_comunicaz","prior_aut",100,1,7.61,2.287,0,6,8,10,10,4,-1.093,1.071
"aut","prior_aut_sociale","prior_aut",100,1,8.543,1.751,2,7.575,9,10,10,2.425,-1.396,1.715
"aut","prior_aut_ansia","prior_aut",100,1,8.54,1.708,1,7.75,9,10,10,2.25,-1.401,2.674
"aut","prior_aut_formaz","prior_aut",100,1,8.9,1.554,1,8,10,10,10,2,-1.993,5.682
"aut","prior_aut_famiglia","prior_aut",100,1,8.68,1.456,5,7,9,10,10,3,-0.656,-0.812
"aut","prior_aut_diagnosi","prior_aut",100,1,8.73,1.632,3,8,9,10,10,2,-1.395,1.455
"aut","prior_aut_lavoro","prior_aut",101,0,8.782,1.792,2,8,10,10,10,2,-1.681,2.375
"aut","prior_aut_sensorialita","prior_aut",99,2,8.667,1.761,2,8,9,10,10,2,-1.546,2.383
"aut","prior_aut_servizi","prior_aut",100,1,9.1,1.259,4,8,10,10,10,2,-1.501,2.22
"aut","prior_salute_mentale","prior_salute",100,1,8.9,1.72,0,8,10,10,10,2,-2.321,7.053
"aut","prior_salute_igiene","prior_salute",96,5,4.875,3.219,0,2,5,7,10,5,-0.14,-1.097
"aut","prior_salute_dentale","prior_salute",97,4,5.979,3.048,0,5,6,8,10,3,-0.539,-0.665
"aut","prior_salute_sessuale","prior_salute",97,4,6.474,2.59,0,5,7,8,10,3,-0.957,0.764
"aut","prior_salute_sonno","prior_salute",98,3,7.327,3.035,0,6,8.5,10,10,4,-1.037,-0.062
"aut","prior_salute_nutrizione","prior_salute",98,3,7.888,2.31,0,7,8,10,10,3,-1.496,2.621
"aut","prior_salute_oncologia","prior_salute",97,4,6.33,2.768,0,5,7,8,10,3,-0.615,-0.073
"aut","prior_salute_dolore","prior_salute",97,4,6.34,3.017,0,5,7,9,10,4,-0.654,-0.476
"aut","prior_salute_gastro","prior_salute",100,1,7.34,2.713,0,6,8,10,10,4,-1.144,0.796
"aut","prior_salute_autoimmune","prior_salute",96,5,6.146,3.302,0,5,7,9,10,4,-0.619,-0.742
"aut","prior_salute_dermato","prior_salute",94,7,5.915,2.842,0,5,6,8,10,3,-0.566,-0.564
"aut","prior_salute_endo","prior_salute",97,4,5.969,3.144,0,3,7,8,10,5,-0.477,-0.888
"aut","prior_salute_mobilita","prior_salute",98,3,7.347,2.441,0,6.25,8,9,10,2.75,-1.138,1.031
"aut","prior_salute_neuro","prior_salute",95,6,5.779,3.269,0,4,6,9,10,5,-0.399,-0.961
"aut","prior_salute_respir","prior_salute",95,6,4.432,3.221,0,1.5,5,7,10,5.5,-0.009,-1.214
"aut","prior_salute_cardio","prior_salute",95,6,4.568,3.127,0,2,5,7,10,5,-0.059,-1.137
"aut","prior_salute_emato","prior_salute",93,8,3.871,3.097,0,1,5,6,10,5,0.154,-1.235
"aut","prior_salute_vista_udito","prior_salute",96,5,6.198,2.786,0,5,6.5,8,10,3,-0.757,-0.017
"aut","prior_salute_urinari","prior_salute",94,7,4.872,3.187,0,2,5,7.75,10,5.75,-0.262,-1.178
"aut","prior_salute_infettive","prior_salute",92,9,4.783,3.328,0,2,5,8,10,6,-0.091,-1.241
"aut","prior_salute_invec","prior_salute",96,5,6.156,3.236,0,5,7,9,10,4,-0.679,-0.695
"aut","prior_salute_urgenza","prior_salute",98,3,7.786,2.541,0,7,9,10,10,3,-1.38,1.536
"aut","prior_salute_fisio","prior_salute",96,5,6.781,2.788,0,5,7,9,10,4,-0.989,0.561
"altra_diagnosi","prior_ric_cause","prior_ric",52,0,7.442,2.227,2,6,8,10,10,4,-0.429,-0.723
"altra_diagnosi","prior_ric_diagnosi","prior_ric",52,0,7.827,2.055,0,7,8,10,10,3,-1.024,2.095
"altra_diagnosi","prior_ric_prevenzione","prior_ric",52,0,8.615,1.849,3,7.75,10,10,10,2.25,-1.209,0.485
"altra_diagnosi","prior_ric_psicosoc","prior_ric",52,0,8.712,2.003,0,8,10,10,10,2,-2.272,6.104
"altra_diagnosi","prior_ric_farmaci","prior_ric",52,0,7.596,2.251,1,6.75,8,10,10,3.25,-1.028,0.99
"altra_diagnosi","prior_ric_prognosi","prior_ric",51,1,8.098,1.889,4,7,8,10,10,3,-0.717,-0.505
"altra_diagnosi","prior_ric_accesso","prior_ric",52,0,9.019,1.945,0,8.75,10,10,10,1.25,-2.69,8.05
"altra_diagnosi","prior_ric_relazioni","prior_ric",52,0,8.5,1.81,3,8,9,10,10,2,-1.173,0.498
"altra_diagnosi","prior_ric_indipendenza","prior_ric",52,0,8.5,2.034,2,7,9,10,10,3,-1.518,1.927
"altra_diagnosi","prior_aut_sal_ment","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_aut_comunicaz","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_aut_sociale","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_aut_ansia","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_aut_formaz","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_aut_famiglia","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_aut_diagnosi","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_aut_lavoro","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_aut_sensorialita","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_aut_servizi","prior_aut",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diagnosi","prior_salute_mentale","prior_salute",52,0,9.173,1.264,5,8,10,10,10,2,-1.507,1.568
"altra_diagnosi","prior_salute_igiene","prior_salute",52,0,4.885,3.462,0,2,5,8,10,6,-0.065,-1.286
"altra_diagnosi","prior_salute_dentale","prior_salute",52,0,5.923,3.105,0,5,6,8,10,3,-0.507,-0.662
"altra_diagnosi","prior_salute_sessuale","prior_salute",52,0,7.038,2.425,0,6,7,8.25,10,2.25,-0.995,0.926
